student,course,Interaction,hintCount,TotalTime,TotalPSTime,TotalWETime,avgstepTime,avgstepTimeWE,avgstepTimePS,stepTimeDeviation,UseCount,PrepCount,MorphCount,OptionalCount,InterfaceErrorCount,RightApp,WrongApp,WrongSemanticsApp,WrongSyntaxApp,PrightAppRatio,RrightAppRatio,F1Score,FDActionCount,BDActionCount,DirectProofActionCount,InDirectProofActionCount,actionCount,UseWindowInfo,NonPSelements,AppCount,AppRatio,hintRatio,BlankRatio,HoverHintCount,NextStepClickCountWE,PreviousStepClickCountWE,deletedApp
rncreswe,CSC226-002-BARNES-F15,1386,96,19228.384,18594.476,633.908,13.56978405,11.12119298,13.67240882,38.45011329,114,89,113,64,201,159,221,134,87,0.147358665,1.445454545,0.26745164,1215,1,1216,0,1216,0,137,1079,0.887335526,0.078947368,0.112664474,10,33,0,48
jtsajor,CSC226-002-BARNES-F15,1957,14,17481.22887,17166.10487,315.124,8.714471021,4.258432432,8.885147447,39.3713656,170,106,176,30,265,287,196,92,104,0.17607362,1.510526316,0.315384615,1740,1,1724,17,1741,0,111,1630,0.936243538,0.008041356,0.063756462,233,50,4,66
kekeller,CSC226-001-BITZER-F15,1801,142,14353.57547,14071.95747,281.618,7.822111971,5.028892857,7.910037924,33.68501698,144,96,96,32,185,208,160,51,109,0.144544823,1.3,0.260162602,1644,6,1607,43,1650,1,211,1439,0.872121212,0.086060606,0.127878788,183,41,0,18
hrking,CSC226-002-BARNES-F15,1568,32,22975.27893,22597.40693,377.872,14.33267557,6.297866667,14.64511143,53.10739555,100,99,161,33,282,210,183,131,52,0.172981878,1.73553719,0.314606742,1318,3,1321,0,1321,0,107,1214,0.919000757,0.024224073,0.080999243,19,37,0,7
cjchris3,CSC226-001-BITZER-F15,1891,65,22117.8202,21806.6492,311.171,11.50771082,4.644343284,11.75560604,65.4778971,100,59,83,24,508,142,124,86,38,0.111987382,1.314814815,0.206395349,1410,4,1413,1,1414,0,146,1268,0.896746818,0.045968883,0.103253182,388,42,3,7
mcgibson,CSC226-002-BARNES-F15,1272,49,8741.597467,8643.232467,98.365,6.719137177,1.695948276,6.953525718,29.80195817,91,61,91,42,189,186,100,80,20,0.186559679,1.2,0.322916667,1110,2,961,151,1112,2,115,997,0.896582734,0.044064748,0.103417266,193,43,0,29
jdpunch,CSC226-001-BITZER-F15,944,54,7712.327467,7091.443467,620.884,7.92633861,7.665234568,7.95004873,34.2775519,57,49,73,8,132,124,63,38,25,0.176136364,1.148148148,0.305418719,839,2,841,0,841,9,137,704,0.837098692,0.064209275,0.162901308,116,51,16,12
atvohwin,CSC226-001-BITZER-F15,1133,70,9162.573467,8756.530467,406.043,7.831259374,5.562232877,7.982252021,46.44763129,93,83,84,20,285,114,166,65,101,0.158113731,0.797202797,0.263888889,875,10,857,28,885,0,164,721,0.814689266,0.079096045,0.185310734,0,54,2,13
ajhiller,CSC226-002-BARNES-F15,1703,77,24289.5328,23737.2758,552.257,13.99973072,6.421593023,14.39495197,60.85263333,149,124,133,19,234,205,220,118,102,0.156012177,0.694915254,0.254816656,1484,17,1483,18,1501,2,187,1314,0.875416389,0.051299134,0.124583611,152,57,0,7
mmraviel,CSC226-001-BITZER-F15,2060,42,12705.43147,11918.12647,787.305,6.010137875,8.651703297,5.891313133,26.51998778,240,157,212,23,296,225,407,281,126,0.134488942,0.725806452,0.226928896,1809,9,1817,1,1818,0,145,1673,0.920242024,0.02310231,0.079757976,25,55,0,21
dsdiaz,CSC226-001-BITZER-F15,914,8,8315.038934,7462.620934,852.418,8.827005238,11.6769589,8.587596012,43.40902601,65,55,37,6,277,113,50,18,32,0.185855263,1.046296296,0.315642458,664,1,359,306,665,0,57,608,0.914285714,0.012030075,0.085714286,34,36,1,7
blstone,CSC226-001-BITZER-F15,1645,142,17745.22947,17488.13247,257.097,10.5125767,3.672814286,10.80848731,39.9795312,80,80,120,36,225,214,102,54,48,0.174267101,1.496503497,0.31218089,1463,0,1461,2,1463,12,235,1228,0.839371155,0.097060834,0.160628845,299,52,2,22
jahutche,CSC226-001-BITZER-F15,1756,36,18382.52993,17788.60093,593.929,10.30410871,8.998924242,10.35424967,39.44638465,115,91,66,33,497,92,213,151,62,0.076730609,0.851851852,0.140780413,1279,8,1287,0,1287,3,88,1199,0.931623932,0.027972028,0.068376068,219,37,1,13
abalaji,CSC226-001-BITZER-F15,1511,52,14977.5504,13972.8314,1004.719,9.700486011,11.04086813,9.616539161,43.33203045,108,72,113,22,314,227,88,72,16,0.20749543,1.876033058,0.373662551,1222,8,1076,154,1230,0,136,1094,0.889430894,0.042276423,0.110569106,31,46,22,38
pmryan2,CSC226-001-BITZER-F15,2001,82,35409.9302,34214.6432,1195.287,17.4090119,14.9410875,17.51005282,70.08102235,102,101,136,48,340,170,217,120,97,0.110246433,1.574074074,0.206060606,1690,4,1691,3,1694,0,152,1542,0.910271547,0.048406139,0.089728453,349,40,16,29
jnpoulos,CSC226-002-BARNES-F15,2615,93,15039.4004,14805.1264,234.274,5.692430129,3.082552632,5.769729697,36.0401315,133,86,204,33,846,177,279,94,185,0.108455882,1.552631579,0.202749141,1793,3,1793,3,1796,2,164,1632,0.908685969,0.051781737,0.091314031,137,43,9,40
cgscarbo,CSC226-002-BARNES-F15,831,16,8558.625401,6313.533467,2245.091934,9.986727423,31.18183242,8.042717792,32.74254868,62,49,57,15,158,136,47,37,10,0.2176,1.259259259,0.371077763,697,2,538,161,699,0,74,625,0.894134478,0.022889843,0.105865522,23,41,4,19
smoneta,CSC226-001-BITZER-F15,1015,9,6187.241,5589.954,597.287,5.870247628,7.026905882,5.768786378,14.75334013,84,64,61,10,262,146,73,57,16,0.208571429,0.760416667,0.32735426,792,0,547,245,792,0,92,700,0.883838384,0.011363636,0.116161616,52,43,9,14
jsmorga3,CSC226-002-BARNES-F15,1383,33,9330.818934,9057.067934,273.751,6.60355197,3.910728571,6.74390762,36.61391968,75,74,64,20,307,138,95,63,32,0.136633663,1.169491525,0.244680851,1096,10,1105,1,1106,4,96,1010,0.913200723,0.029837251,0.086799277,229,43,3,31
jeglas,CSC226-001-BITZER-F15,3767,164,31509.6058,30607.0188,902.587,8.287639611,7.459396694,8.3148652,44.90954539,259,163,124,50,900,180,416,204,212,0.070367475,0.387931034,0.119126406,2889,13,2898,4,2902,6,344,2558,0.881461061,0.05651275,0.118538939,597,69,8,50
mfcallis,CSC226-001-BITZER-F15,1187,4,5140.241,5048.373,91.868,4.20641653,1.583931034,4.337090206,12.4232333,68,44,60,16,210,109,79,46,33,0.113070539,1.009259259,0.203358209,1012,0,1012,0,1012,0,48,964,0.95256917,0.003952569,0.04743083,452,39,0,13
tjreming,CSC226-002-BARNES-F15,2080,52,17847.9364,17023.3094,824.627,8.375380761,7.706794393,8.410725989,40.56068691,112,113,140,41,325,233,173,92,81,0.138938581,1.362573099,0.252164502,1776,30,1806,0,1806,0,129,1677,0.928571429,0.028792913,0.071428571,341,56,4,44
kmissa,CSC226-002-BARNES-F15,1138,0,9341.536,8998.338,343.198,8.018485837,5.279969231,8.180307273,24.8358097,109,56,73,9,267,132,115,33,82,0.153488372,1.222222222,0.272727273,898,0,898,0,898,0,38,860,0.957683742,0,0.042316258,45,36,0,13
cdtripp,CSC226-002-BARNES-F15,990,0,6798.368,6197.092,601.276,6.652023483,9.2504,6.47554023,13.97218969,77,55,67,20,187,128,91,43,48,0.162230672,1.185185185,0.285395764,835,0,765,70,835,0,46,789,0.94491018,0,0.05508982,109,38,0,18
spallred,CSC226-002-BARNES-F15,3646,156,19239.55193,18941.86893,297.683,5.223880514,6.075163265,5.212402018,24.57042409,260,165,216,83,322,288,436,256,180,0.091924673,2.23255814,0.176578786,3360,1,3252,109,3361,0,228,3133,0.932163047,0.046414758,0.067836953,680,36,0,17
khmarti2,CSC226-002-BARNES-F15,1817,8,22795.0748,22516.5468,278.528,12.35505409,4.88645614,12.59314698,61.18549636,103,71,101,26,243,145,157,97,60,0.094339623,1.25,0.175438596,1602,0,1354,248,1602,2,65,1537,0.959425718,0.004993758,0.040574282,637,42,0,15
jamazzol,CSC226-002-BARNES-F15,823,5,3979.513,3552.146,427.367,4.659851288,7.006016393,4.479377049,9.46304556,75,70,38,7,167,147,43,30,13,0.2352,1.361111111,0.401091405,687,0,379,308,687,0,62,625,0.909752547,0.00727802,0.090247453,30,39,1,0
mjbloeme,CSC226-002-BARNES-F15,1178,118,8716.288467,7484.374467,1231.914,7.233434413,22.81322222,6.502497365,29.11304587,76,62,41,22,164,110,91,77,14,0.128354726,1.018518519,0.227979275,1029,12,853,188,1041,0,184,857,0.823246878,0.113352546,0.176753122,340,38,2,0
gespino,CSC226-002-BARNES-F15,667,34,6060.121,5317.915,742.206,8.682121777,12.16731148,8.348375196,23.19703389,45,41,16,1,180,79,24,15,9,0.181192661,0.731481481,0.290441176,518,0,486,32,518,0,82,436,0.841698842,0.065637066,0.158301158,89,41,0,5
mjlilly,CSC226-002-BARNES-F15,864,11,4210.896,4125.314,85.582,4.704911732,1.782958333,4.87050059,16.66035853,70,44,60,7,188,125,56,17,39,0.189681335,1.157407407,0.325945241,703,4,707,0,707,0,48,659,0.932107496,0.015558699,0.067892504,41,33,0,1
sdyoung3,CSC226-001-BITZER-F15,784,3,9449.408,9217.193,232.215,11.62288807,4.465673077,12.11194875,30.18241738,79,48,76,14,96,148,69,28,41,0.219910847,1.37037037,0.37900128,717,0,717,0,717,0,44,673,0.938633194,0.0041841,0.061366806,98,35,0,11
syu10,CSC226-001-BITZER-F15,1958,29,7201.169,6879.449,321.72,3.620497235,3.24969697,3.639920106,11.65095313,91,62,128,16,322,111,186,96,90,0.070926518,1.067307692,0.133013781,1667,0,1666,1,1667,1,102,1565,0.938812238,0.017396521,0.061187762,653,63,4,37
ljacobo,CSC226-002-BARNES-F15,2127,93,6539.263,6181.814,357.449,3.031647195,2.814559055,3.045228571,4.898630645,120,97,117,22,476,207,149,84,65,0.14394993,0.526717557,0.226105953,1681,0,1164,517,1681,0,243,1438,0.855443189,0.055324212,0.144556811,153,47,3,27
pxu6,CSC226-001-BITZER-F15,1227,74,8137.931484,6109.226323,2028.705161,6.531245172,10.1944983,5.834982161,26.97586096,53,42,62,3,409,131,29,19,10,0.195814649,1.212962963,0.337194337,834,3,802,35,837,4,168,669,0.799283154,0.088410992,0.200716846,21,62,5,0
cjvalent,CSC226-002-BARNES-F15,1181,19,6780.327161,6375.027161,405.3,5.62682752,4.553932584,5.71238993,20.11375557,66,61,65,13,223,122,83,51,32,0.141203704,0.903703704,0.244244244,970,12,926,56,982,0,118,864,0.879837067,0.019348269,0.120162933,229,61,6,11
tjeagle,CSC226-002-BARNES-F15,873,1,4105.538,3954.951,150.587,4.592324385,1.8823375,4.858662162,13.77854503,67,49,66,23,140,135,70,54,16,0.199409158,1.25,0.343949045,754,0,464,290,754,1,77,677,0.897877984,0.00132626,0.102122016,74,62,0,3
ancook2,CSC226-001-BITZER-F15,1580,35,13198.70432,12459.53932,739.165,8.172572336,10.5595,8.064426746,24.05795678,99,59,91,36,159,175,110,69,41,0.128487518,1.346153846,0.23458445,1441,15,1444,12,1456,0,94,1362,0.93543956,0.024038462,0.06456044,542,51,1,22
anmcgill,CSC226-001-BITZER-F15,453,3,7917.675484,7579.859484,337.816,16.25806054,6.894204082,17.30561526,51.96330525,45,31,33,9,91,100,18,15,3,0.284900285,0.869565217,0.429184549,396,0,396,0,396,0,45,351,0.886363636,0.007575758,0.113636364,34,36,1,3
xchen27,CSC226-002-BARNES-F15,1005,208,5565.674,5289.44,276.234,5.398325897,3.541461538,5.550304302,12.35455316,68,42,90,3,146,116,87,45,42,0.186195827,1.074074074,0.317373461,885,0,702,183,885,0,262,623,0.703954802,0.235028249,0.296045198,5,45,2,28
nmcgove,CSC226-002-BARNES-F15,889,2,4045.385161,3924.334161,121.051,4.445478199,1.330230769,4.791616803,20.80753493,59,65,50,24,183,133,66,51,15,0.203675345,1.231481481,0.349540079,727,0,414,313,727,0,74,653,0.898211829,0.002751032,0.101788171,30,60,1,17
tyu2,CSC226-002-BARNES-F15,3096,115,11804.946,10692.625,1112.321,3.765533014,4.673617647,3.690930273,9.104916953,296,164,324,92,542,356,520,184,336,0.161085973,0.456410256,0.23812709,2588,5,2138,455,2593,52,383,2210,0.852294639,0.044350174,0.147705361,9,35,6,57
jdwatso5,CSC226-001-BITZER-F15,1972,38,11058.62532,9975.823323,1082.802,5.510027565,7.961779412,5.331813641,21.00830452,95,92,114,31,305,166,166,80,86,0.107722258,1.070967742,0.195754717,1657,45,1702,0,1702,8,161,1541,0.905405405,0.022326675,0.094594595,592,86,9,33
bpatel6,CSC226-001-BITZER-F15,1565,167,20569.51345,19347.00029,1222.513161,12.87203595,18.80789479,12.62035244,41.44271343,110,97,154,19,174,194,186,85,101,0.16302521,1.492307692,0.293939394,1424,0,1424,0,1424,0,234,1190,0.835674157,0.117275281,0.164325843,22,48,1,48
bgwebb,CSC226-002-BARNES-F15,979,0,9601.015161,8473.915,1127.100161,9.487169132,15.23108326,9.03402452,20.93953548,53,68,55,6,187,159,24,21,3,0.212566845,1.472222222,0.371495327,820,5,564,261,825,2,77,748,0.906666667,0,0.093333333,230,47,3,10
drthomp4,CSC226-002-BARNES-F15,1965,43,7052.409,6555.682,496.727,3.535042105,5.984662651,3.428703975,9.068472863,151,137,130,8,625,165,264,192,72,0.130331754,1.586538462,0.240875912,1368,2,708,662,1370,2,104,1266,0.924087591,0.031386861,0.075912409,6,37,0,10
ghbowers,CSC226-002-BARNES-F15,1145,113,15373.44932,13799.83132,1573.618,13.12847935,16.39185417,12.83705239,40.41466846,67,63,97,21,194,168,80,67,13,0.211586902,1.435897436,0.368825467,974,3,944,33,977,4,183,794,0.812691914,0.115660184,0.187308086,43,50,7,13
kwrideno,CSC226-002-BARNES-F15,1026,10,11292.821,10773.917,518.904,10.74483444,6.4863,11.09569207,31.81544014,94,86,64,67,173,160,151,135,16,0.2,1.230769231,0.344086022,873,5,878,0,878,3,78,800,0.911161731,0.011389522,0.088838269,29,51,1,24
bprishe,CSC226-001-BITZER-F15,2339,146,22985.45565,22731.63165,253.824,9.682163288,3.339789474,9.891919776,34.047393,157,112,242,68,298,269,310,182,128,0.148783186,0.739010989,0.247697974,2068,8,1913,163,2076,3,268,1808,0.870905588,0.070327553,0.129094412,21,46,4,67
yzhang64,CSC226-002-BARNES-F15,588,1,6156.467,5913.567,242.9,9.961920712,4.048333333,10.59779032,27.53052724,58,63,53,0,88,98,76,52,24,0.199186992,0.907407407,0.326666667,530,0,530,0,530,0,38,492,0.928301887,0.001886792,0.071698113,0,36,0,7
nranthon,CSC226-001-BITZER-F15,2033,1,18936.89629,18519.71629,417.18,9.19713273,4.966428571,9.37707154,38.11600634,106,76,123,74,537,217,162,115,47,0.149243466,2.086538462,0.278562259,1481,41,1522,0,1522,0,68,1454,0.955321945,0.00065703,0.044678055,307,53,3,7
mlalsto3,CSC226-002-BARNES-F15,1538,194,14089.69548,13223.96348,865.732,8.985775181,11.69908108,8.851381181,32.34011697,92,79,87,15,242,136,137,108,29,0.127939793,0.978417266,0.226289517,1321,5,1325,1,1326,0,263,1063,0.801659125,0.146304676,0.198340875,166,43,0,14
spschoen,CSC226-002-BARNES-F15,1144,20,4577.129,4049.955,527.174,3.915422583,5.990613636,3.746489362,9.65642266,59,74,72,17,302,147,75,61,14,0.18797954,1.097014925,0.320960699,860,7,864,3,867,0,85,782,0.901960784,0.023068051,0.098039216,92,45,6,35
acray2,CSC226-001-BITZER-F15,1415,55,13181.58832,13017.74932,163.839,9.090750567,2.155776316,9.474344485,33.87886067,143,116,78,24,236,132,229,112,117,0.124410933,0.525896414,0.201219512,1214,0,1158,56,1214,3,153,1061,0.873970346,0.045304778,0.126029654,16,46,1,24
ajsmit11,CSC226-001-BITZER-F15,1731,0,7966.753,7726.126,240.627,4.513741076,4.296910714,4.520846109,9.561974445,80,83,85,35,401,169,114,71,43,0.128321944,1.444444444,0.235704324,1314,50,1364,0,1364,0,47,1317,0.965542522,0,0.034457478,457,34,2,35
hli30,CSC226-001-BITZER-F15,599,2,6467.389484,6207.075484,260.314,10.2983909,4.338566667,10.9279498,41.08734086,62,51,34,4,114,99,52,27,25,0.211538462,0.825,0.336734694,511,3,509,5,514,0,46,468,0.910505837,0.003891051,0.089494163,36,34,0,5
brteuton,CSC226-001-BITZER-F15,775,3,7625.046161,6977.999161,647.047,9.543236748,8.190468354,9.691665502,28.59767197,76,59,44,2,80,121,60,31,29,0.187017002,0.9453125,0.312258065,710,9,719,0,719,0,72,647,0.899860918,0.004172462,0.100139082,129,59,2,5
jagonza9,CSC226-002-BARNES-F15,756,1,5396.016,4559.845,836.171,6.935753213,8.040105769,6.765348665,16.75460736,45,35,37,14,111,110,21,15,6,0.189982729,1.018518519,0.320232897,666,1,515,152,667,4,88,579,0.868065967,0.00149925,0.131934033,163,67,5,15
khzhang,CSC226-001-BITZER-F15,1032,3,4397.181,4295.024,102.157,4.156125709,1.3805,4.364861789,13.5674421,66,60,34,23,219,89,94,52,42,0.115584416,0.824074074,0.202733485,839,0,741,98,839,0,69,770,0.917759237,0.003575685,0.082240763,301,52,0,7
magalla4,CSC226-001-BITZER-F15,2927,50,22399.77894,22336.50194,63.277,7.603455172,0.843693333,7.780042472,36.91991478,108,122,181,51,482,181,281,157,124,0.077416595,1.905263158,0.148787505,2377,87,2262,202,2464,0,126,2338,0.948863636,0.020292208,0.051136364,1068,56,0,48
hawilson,CSC226-002-BARNES-F15,3191,31,16616.19632,15636.52432,979.672,5.141149852,5.866299401,5.101639257,18.43927944,163,108,202,73,521,248,298,128,170,0.10180624,0.901818182,0.182958318,2709,2,2707,4,2711,54,275,2436,0.898561416,0.011434895,0.101438584,625,64,32,67
qwang20,CSC226-002-BARNES-F15,2607,192,16128.73132,14689.99832,1438.733,6.125610073,12.51072174,5.833994568,21.50283032,150,123,156,26,463,194,264,125,139,0.104021448,1.779816514,0.196555218,2124,46,1663,507,2170,2,305,1865,0.859447005,0.088479263,0.140552995,421,59,12,37
jhiltz,CSC226-002-BARNES-F15,912,34,10040.65097,8997.990968,1042.66,10.71574276,9.930095238,10.81489299,45.14186667,70,49,83,18,141,110,110,45,65,0.159651669,1.018518519,0.276035132,796,0,796,0,796,2,107,689,0.865577889,0.042713568,0.134422111,46,55,6,19
pdcallis,CSC226-001-BITZER-F15,1982,10,8628.615,8102.428,526.187,4.284317279,6.048126437,4.204685003,8.672991905,102,59,139,29,269,160,171,60,111,0.096096096,1.290322581,0.178870878,1743,2,1444,301,1745,4,80,1665,0.954154728,0.005730659,0.045845272,604,51,0,27
jwu7,CSC226-002-BARNES-F15,755,0,9979.918,9034.57,945.348,12.81119127,9.178135922,13.36474852,33.34239012,59,51,52,27,218,115,74,64,10,0.226824458,1.064814815,0.37398374,561,0,561,0,561,2,54,507,0.903743316,0,0.096256684,0,43,3,17
jepriddy,CSC226-002-BARNES-F15,802,0,6794.378323,6416.747323,377.631,8.215693256,5.472913043,8.465365861,36.63616355,64,49,43,13,198,123,46,44,2,0.218085106,1.138888889,0.366071429,629,0,352,277,629,4,65,564,0.896661367,0,0.103338633,20,42,2,8
cawalke7,CSC226-002-BARNES-F15,1379,22,8184.910323,7960.943323,223.967,5.829708207,3.671590164,5.927731439,19.18589151,55,63,86,26,224,152,78,38,40,0.138181818,1.32173913,0.250205761,1180,0,1083,97,1180,4,80,1100,0.93220339,0.018644068,0.06779661,322,43,0,23
ahnorris,CSC226-002-BARNES-F15,1126,32,7276.902323,7200.247323,76.655,6.322243547,0.946358025,6.729203105,29.31429985,58,60,60,28,276,123,83,43,40,0.161629435,1.025,0.27922815,875,0,836,39,875,1,114,761,0.869714286,0.036571429,0.130285714,124,59,4,4
