student,course,currLevel,Interaction,hintCount,TotalTime,TotalPSTime,TotalWETime,avgstepTime,avgstepTimeWE,avgstepTimePS,stepTimeDeviation,UseCount,PrepCount,MorphCount,OptionalCount,InterfaceErrorCount,RightApp,WrongApp,WrongSemanticsApp,WrongSyntaxApp,PrightAppRatio,RrightAppRatio,F1Score,FDActionCount,BDActionCount,DirectProofActionCount,InDirectProofActionCount,actionCount,UseWindowInfo,NonPSelements,AppCount,AppRatio,hintRatio,BlankRatio,HoverHintCount,NextStepClickCountWE,PreviousStepClickCountWE,deletedApp
lmphears,CSC226-002-BARNES-F16,2,17,0,86.765,86.765,0,4.820277778,0,4.820277778,11.69699516,2,2,0,0,5,4,0,0,0,0.307692308,1,0.470588235,13,0,13,0,13,0,0,13,1,0,0,0,0,0,0
lmphears,CSC226-002-BARNES-F16,2,16,0,57.955,57.955,0,3.409117647,0,3.409117647,11.56441262,2,3,0,0,3,4,1,1,0,0.285714286,1,0.444444444,14,0,14,0,14,0,0,14,1,0,0,0,0,0,0
lmphears,CSC226-002-BARNES-F16,2,18,0,81.096,81.096,0,4.268210526,0,4.268210526,11.442382,2,5,0,0,3,5,2,2,0,0.3125,1,0.476190476,16,0,16,0,16,0,0,16,1,0,0,0,0,0,0
lmphears,CSC226-002-BARNES-F16,3,115,5,542.876,542.876,0,4.679965517,0,4.679965517,11.17151766,5,16,0,5,24,17,9,4,5,0.195402299,4.25,0.373626374,92,0,92,0,92,0,5,87,0.945652174,0.054347826,0.054347826,0,0,0,8
lmphears,CSC226-002-BARNES-F16,3,2,0,1.547,1.547,0,0.7735,0,0.7735,11.31518209,0,0,0,0,2,0,0,0,0,0.180839747,0,0.337406384,0,0,0,0,0,0,0,0,0.714590758,0.025626105,0.285409242,0,0,0,0
lmphears,CSC226-002-BARNES-F16,3,10,0,91.166,0,91.166,9.1166,9.1166,0,11.29865756,0,0,0,0,2,0,0,0,0,0.180839747,0,0.337406384,8,0,8,0,8,0,8,0,0,0,1,0,7,1,0
lmphears,CSC226-002-BARNES-F16,3,49,0,267.203,267.203,0,5.34406,0,5.34406,11.16345806,9,4,1,0,4,7,7,4,3,0.152173913,1.75,0.28,46,0,46,0,46,0,0,46,1,0,0,0,0,0,2
lmphears,CSC226-002-BARNES-F16,3,46,0,189.319,189.319,0,4.02806383,0,4.02806383,10.97637798,4,6,0,0,12,7,3,1,2,0.2,1,0.333333333,35,0,35,0,35,0,0,35,1,0,0,0,0,0,0
lmphears,CSC226-002-BARNES-F16,4,68,1,235.656,235.656,0,3.366514286,0,3.366514286,5.221946969,14,3,2,0,18,9,10,2,8,0.176470588,1.5,0.315789474,52,0,52,0,52,0,1,51,0.980769231,0.019230769,0.019230769,0,0,0,1
lmphears,CSC226-002-BARNES-F16,4,9,0,8.533,0,8.533,0.948111111,0.948111111,0,5.196599228,0,0,0,0,2,0,0,0,0,0.180839747,0,0.337406384,7,0,7,0,7,0,7,0,0,0,1,0,7,0,0
lmphears,CSC226-002-BARNES-F16,4,67,0,255.06,255.06,0,3.806865672,0,3.806865672,7.569839857,11,4,8,4,9,6,21,11,10,0.107142857,1,0.193548387,58,0,58,0,58,0,2,56,0.965517241,0,0.034482759,0,0,0,0
lmphears,CSC226-002-BARNES-F16,4,2,0,0.21,0.21,0,0.105,0,0.105,7.438688816,0,0,0,0,1,0,0,0,0,0.180839747,0,0.337406384,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0
lmphears,CSC226-002-BARNES-F16,4,24,0,50.492,50.492,0,2.103833333,0,2.103833333,6.914807343,4,2,0,0,2,2,4,1,3,0.1,0.4,0.16,22,0,22,0,22,0,2,20,0.909090909,0,0.090909091,0,0,0,0
lmphears,CSC226-002-BARNES-F16,4,21,1,41.38,41.38,0,1.97047619,0,1.97047619,6.585332797,2,0,4,0,2,2,4,1,3,0.111111111,0.4,0.173913043,19,0,19,0,19,0,1,18,0.947368421,0.052631579,0.052631579,0,0,0,0
lmphears,CSC226-002-BARNES-F16,4,4,0,4.263,4.263,0,1.06575,0,1.06575,6.513457566,0,0,0,0,2,0,0,0,0,0.180839747,0,0.337406384,2,0,2,0,2,0,2,0,0,0,1,0,0,0,0
lmphears,CSC226-002-BARNES-F16,4,2,0,1.905,1.905,0,0.9525,0,0.9525,6.471734592,0,0,0,0,1,0,0,0,0,0.180839747,0,0.337406384,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0
lmphears,CSC226-002-BARNES-F16,4,91,1,381.724,381.724,0,4.194769231,0,4.194769231,6.969662104,4,7,3,10,8,6,18,9,9,0.073170732,1.2,0.137931034,83,0,83,0,83,0,1,82,0.987951807,0.012048193,0.012048193,0,0,0,4
lmphears,CSC226-002-BARNES-F16,4,51,4,122.82,122.82,0,2.408235294,0,2.408235294,6.531194977,3,5,2,3,5,3,10,4,6,0.071428571,0.6,0.127659574,46,0,46,0,46,0,4,42,0.913043478,0.086956522,0.086956522,0,0,0,2
lmphears,CSC226-002-BARNES-F16,4,145,6,643.783,643.783,0,4.439882759,0,4.439882759,6.942461856,10,6,11,1,20,12,16,7,9,0.102564103,2.4,0.196721311,124,1,125,0,125,0,8,117,0.936,0.048,0.064,6,0,0,8
lmphears,CSC226-002-BARNES-F16,4,2,0,2.215,2.215,0,1.1075,0,1.1075,6.925215244,0,0,0,0,1,0,0,0,0,0.180839747,0,0.337406384,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0
lmphears,CSC226-002-BARNES-F16,4,20,0,64.042,64.042,0,3.2021,0,3.2021,6.82354661,2,0,4,2,1,1,7,4,3,0.052631579,0.2,0.083333333,19,0,19,0,19,0,0,19,1,0,0,4,0,0,1
lmphears,CSC226-002-BARNES-F16,4,31,0,81.909,81.909,0,2.55965625,0,2.55965625,6.645928495,4,4,0,0,7,7,1,1,0,0.28,1.4,0.466666667,25,0,25,0,25,0,0,25,1,0,0,0,0,0,0
lmphears,CSC226-002-BARNES-F16,4,132,0,666.305,666.305,0,5.00981203,0,5.00981203,7.117266881,14,8,20,1,20,15,28,13,15,0.132743363,2.5,0.25210084,113,0,113,0,113,0,0,113,1,0,0,17,0,0,0
lmphears,CSC226-002-BARNES-F16,5,8,0,17.291,0,17.291,2.161375,2.161375,0,7.113129781,0,0,0,0,2,0,0,0,0,0.180839747,0,0.337406384,6,0,6,0,6,0,6,0,0,0,1,0,6,0,0
lmphears,CSC226-002-BARNES-F16,5,309,1,1469.436,1469.436,0,4.740116129,0,4.740116129,5.756680585,26,10,42,19,23,17,80,48,32,0.059649123,2.125,0.116040956,287,0,287,0,287,0,2,285,0.993031359,0.003484321,0.006968641,47,0,0,8
lmphears,CSC226-002-BARNES-F16,5,85,0,412.385,412.385,0,4.851588235,0,4.851588235,7.44909923,5,2,8,7,6,7,15,2,13,0.088607595,1.75,0.168674699,79,0,79,0,79,0,0,79,1,0,0,21,0,0,3
lmphears,CSC226-002-BARNES-F16,5,34,0,177.476,177.476,0,5.070742857,0,5.070742857,7.436237599,1,0,12,1,4,8,6,3,3,0.258064516,1.333333333,0.432432432,31,0,31,0,31,0,0,31,1,0,0,2,0,0,1
lmphears,CSC226-002-BARNES-F16,5,73,0,436.211,436.211,0,5.894743243,0,5.894743243,8.178037164,1,5,5,8,6,9,10,2,8,0.132352941,2.25,0.25,68,0,68,0,68,0,0,68,1,0,0,13,0,0,0
lmphears,CSC226-002-BARNES-F16,5,97,0,389.727,389.727,0,3.976806122,0,3.976806122,7.980626452,11,1,14,2,8,11,17,5,12,0.122222222,1.833333333,0.229166667,90,0,90,0,90,0,0,90,1,0,0,17,0,0,2
lmphears,CSC226-002-BARNES-F16,6,69,1,367.034,367.034,0,5.243342857,0,5.243342857,8.376243266,4,1,12,4,10,10,11,3,8,0.169491525,1.428571429,0.303030303,60,0,60,0,60,0,1,59,0.983333333,0.016666667,0.016666667,0,0,0,1
lmphears,CSC226-002-BARNES-F16,6,3,0,7.732,0,7.732,2.577333333,2.577333333,0,8.370497129,0,0,0,0,2,0,0,0,0,0.180839747,0,0.337406384,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0
lmphears,CSC226-002-BARNES-F16,6,160,0,586.341,586.341,0,3.641869565,0,3.641869565,6.009322291,8,12,22,2,21,21,23,12,11,0.15,3.5,0.287671233,140,0,140,0,140,0,0,140,1,0,0,31,0,0,5
mdsirio,CSC226-002-BARNES-F16,1,181,3,1121.84,1121.84,0,6.163956044,0,6.163956044,10.66075252,15,9,4,7,41,10,25,16,9,0.07751938,2.5,0.15037594,140,1,141,0,141,0,12,129,0.914893617,0.021276596,0.085106383,27,0,0,2
mdsirio,CSC226-002-BARNES-F16,1,23,0,88.522,88.522,0,3.688416667,0,3.688416667,10.15435648,3,2,1,0,6,4,2,2,0,0.222222222,1.333333333,0.380952381,18,0,18,0,18,0,0,18,1,0,0,0,0,0,0
mdsirio,CSC226-002-BARNES-F16,1,454,15,2426.558,2426.558,0,5.298161572,0,5.298161572,12.40850197,10,21,31,2,116,40,24,21,3,0.126182965,10,0.249221184,330,12,342,0,342,1,25,317,0.926900585,0.043859649,0.073099415,26,0,0,7
mdsirio,CSC226-002-BARNES-F16,1,15,0,64.265,64.265,0,4.0165625,0,4.0165625,11.6762169,2,2,0,0,4,4,0,0,0,0.333333333,1,0.5,12,0,12,0,12,0,0,12,1,0,0,0,0,0,0
mdsirio,CSC226-002-BARNES-F16,2,26,0,70.781,0,70.781,2.722346154,2.722346154,0,11.6762169,0,0,0,0,7,0,0,0,0,0,0,0.337406384,19,0,19,0,19,0,12,7,0.368421053,0,0.631578947,0,8,4,0
mdsirio,CSC226-002-BARNES-F16,2,12,0,91.684,0,91.684,7.640333333,7.640333333,0,11.61290558,0,0,0,0,2,0,0,0,0,0.180839747,0,0.337406384,10,0,10,0,10,0,10,0,0,0,1,0,7,3,0
mdsirio,CSC226-002-BARNES-F16,2,44,0,87.822,87.822,0,1.909173913,0,1.909173913,1.373429172,2,5,0,0,8,6,1,0,1,0.157894737,1.5,0.285714286,38,0,38,0,38,0,0,38,1,0,0,0,0,0,0
mdsirio,CSC226-002-BARNES-F16,2,38,0,126.961,126.961,0,3.255410256,0,3.255410256,4.333676577,3,2,1,0,16,5,1,1,0,0.238095238,1,0.384615385,23,0,23,0,23,0,2,21,0.913043478,0,0.086956522,0,0,0,0
mdsirio,CSC226-002-BARNES-F16,3,29,0,177.97,177.97,0,5.740967742,0,5.740967742,5.85961992,2,3,1,2,5,6,2,1,1,0.230769231,1.5,0.4,26,0,26,0,26,0,0,26,1,0,0,1,0,0,0
mdsirio,CSC226-002-BARNES-F16,3,166,1,756.272,756.272,0,4.52857485,0,4.52857485,6.906198827,11,9,12,3,26,21,14,13,1,0.155555556,5.25,0.302158273,141,0,141,0,141,0,6,135,0.957446809,0.007092199,0.042553191,1,0,0,3
mdsirio,CSC226-002-BARNES-F16,3,14,0,64.752,0,64.752,4.625142857,4.625142857,0,6.897080548,0,0,0,0,2,0,0,0,0,0,0,0.337406384,12,0,12,0,12,0,6,6,0.5,0,0.5,0,6,0,0
mdsirio,CSC226-002-BARNES-F16,3,53,0,207.145,207.145,0,3.836018519,0,3.836018519,6.719279753,3,4,3,0,16,8,2,1,1,0.216216216,1.142857143,0.363636364,38,0,38,0,38,0,1,37,0.973684211,0,0.026315789,0,0,0,0
mdsirio,CSC226-002-BARNES-F16,4,55,0,186.413,186.413,0,3.328803571,0,3.328803571,6.468915776,5,5,1,0,10,8,3,3,0,0.173913043,1.333333333,0.307692308,46,0,46,0,46,0,0,46,1,0,0,0,0,0,1
mdsirio,CSC226-002-BARNES-F16,4,12,0,106.538,0,106.538,8.878166667,8.878166667,0,6.462944431,0,0,0,0,3,0,0,0,0,0.180839747,0,0.337406384,9,0,9,0,9,0,9,0,0,0,1,0,8,1,0
mdsirio,CSC226-002-BARNES-F16,4,32,0,158.343,158.343,0,4.798272727,0,4.798272727,6.537034548,4,2,0,2,6,8,0,0,0,0.296296296,1.333333333,0.484848485,27,0,27,0,27,0,0,27,1,0,0,0,0,0,0
mdsirio,CSC226-002-BARNES-F16,5,64,4,575.507,575.507,0,8.853953846,0,8.853953846,8.086238446,4,1,5,1,13,9,2,1,1,0.191489362,1.8,0.346153846,52,0,52,0,52,0,5,47,0.903846154,0.076923077,0.096153846,1,0,0,2
mdsirio,CSC226-002-BARNES-F16,5,11,0,59.209,0,59.209,5.382636364,5.382636364,0,8.080245291,0,0,0,0,2,0,0,0,0,0.180839747,0,0.337406384,9,0,9,0,9,0,9,0,0,0,1,0,9,0,0
mdsirio,CSC226-002-BARNES-F16,5,186,0,1289.25,1289.25,0,6.894385027,0,6.894385027,9.169307072,11,2,22,5,33,24,16,13,3,0.164383562,4,0.315789474,153,1,148,6,154,0,8,146,0.948051948,0,0.051948052,8,0,0,4
mdsirio,CSC226-002-BARNES-F16,6,24,3,134.018,134.018,0,5.36072,0,5.36072,9.25934532,1,2,3,0,4,5,1,1,0,0.277777778,1.666666667,0.476190476,21,0,21,0,21,0,3,18,0.857142857,0.142857143,0.142857143,0,0,0,0
mdsirio,CSC226-002-BARNES-F16,6,10,0,44.979,0,44.979,4.4979,4.4979,0,9.25934532,0,0,0,0,2,0,0,0,0,0.180839747,0,0.337406384,8,0,8,0,8,0,8,0,0,0,1,0,8,0,0
mdsirio,CSC226-002-BARNES-F16,6,8,0,33.184,0,33.184,4.148,4.148,0,9.254623894,0,0,0,0,2,0,0,0,0,0.180839747,0,0.337406384,6,0,6,0,6,0,6,0,0,0,1,0,6,0,0
mdsirio,CSC226-002-BARNES-F16,6,209,0,1213.775,1213.775,0,4.631598379,0,0,9.832943687,13,10,21,0,39,30,14,13,1,0.177514793,1.329566161,0.337406384,171,0,171,0,171,0,2,169,0.988304094,0,0.011695906,14,0,0,2
tmarche,CSC226-002-BARNES-F16,1,159,0,583.561,583.561,0,3.64725625,0,3.64725625,6.672597089,2,4,1,0,96,5,2,1,1,0.104166667,1.25,0.192307692,64,0,64,0,64,12,16,48,0.75,0,0.25,12,0,0,1
tmarche,CSC226-002-BARNES-F16,1,38,0,140.196,140.196,0,3.5049,0,3.5049,6.230993073,2,4,0,0,17,3,3,3,0,0.130434783,1,0.230769231,23,0,23,0,23,0,0,23,1,0,0,2,0,0,0
tmarche,CSC226-002-BARNES-F16,1,79,0,320.608,320.608,0,4.0076,0,4.0076,6.896667807,4,2,1,0,41,4,3,2,1,0.102564103,1,0.186046512,39,0,39,0,39,0,0,39,1,0,0,8,0,0,0
tmarche,CSC226-002-BARNES-F16,1,25,0,59.909,59.909,0,2.304192308,0,2.304192308,6.652085727,2,2,0,0,12,4,0,0,0,0.285714286,1,0.444444444,14,0,14,0,14,0,0,14,1,0,0,0,0,0,0
tmarche,CSC226-002-BARNES-F16,2,26,0,84.392,0,84.392,3.245846154,3.245846154,0,6.652085727,0,0,0,0,8,0,0,0,0,0.180839747,0,0.337406384,18,0,18,0,18,0,18,0,0,0,1,0,11,7,0
tmarche,CSC226-002-BARNES-F16,2,14,0,109.845,0,109.845,7.846071429,7.846071429,0,6.644058088,0,0,0,0,9,0,0,0,0,0.180839747,0,0.337406384,5,0,5,0,5,0,5,0,0,0,1,0,4,1,0
tmarche,CSC226-002-BARNES-F16,2,70,0,138.936,138.936,0,1.929666667,0,1.929666667,4.494061371,2,3,0,0,34,5,0,0,0,0.147058824,1,0.256410256,38,0,38,0,38,0,4,34,0.894736842,0,0.105263158,2,0,0,0
tmarche,CSC226-002-BARNES-F16,3,101,0,302.533,302.533,0,2.966009804,0,2.966009804,4.184213071,2,9,0,0,54,8,3,0,3,0.166666667,2,0.307692308,48,0,48,0,48,0,0,48,1,0,0,4,0,0,0
tmarche,CSC226-002-BARNES-F16,3,50,0,204.7,204.7,0,4.01372549,0,4.01372549,5.92947542,2,2,3,0,25,6,1,0,1,0.230769231,1.5,0.4,26,0,26,0,26,0,0,26,1,0,0,0,0,0,0
tmarche,CSC226-002-BARNES-F16,3,42,0,179.906,0,179.906,4.28347619,4.28347619,0,5.917206693,0,0,0,0,22,0,0,0,0,0,0,0.337406384,20,0,20,0,20,0,16,4,0.2,0,0.8,0,9,4,0
tmarche,CSC226-002-BARNES-F16,3,54,0,154.609,154.609,0,2.811072727,0,2.811072727,5.377047823,3,4,0,0,30,7,0,0,0,0.28,1,0.4375,25,0,25,0,25,0,0,25,1,0,0,1,0,0,0
tmarche,CSC226-002-BARNES-F16,4,54,0,165.651,165.651,0,3.011836364,0,3.011836364,5.244426446,5,2,0,0,33,6,1,0,1,0.272727273,1,0.428571429,22,0,22,0,22,0,0,22,1,0,0,0,0,0,0
tmarche,CSC226-002-BARNES-F16,4,22,0,143.369,0,143.369,6.516772727,6.516772727,0,5.238090315,0,0,0,0,9,0,0,0,0,0.180839747,0,0.337406384,13,0,13,0,13,0,13,0,0,0,1,0,10,3,0
tmarche,CSC226-002-BARNES-F16,4,49,0,171.9,171.9,0,3.438,0,3.438,5.250386091,5,2,0,0,27,6,1,0,1,0.260869565,1,0.413793103,23,0,23,0,23,0,0,23,1,0,0,1,0,0,0
tmarche,CSC226-002-BARNES-F16,5,62,0,217.076,217.076,0,3.445650794,0,3.445650794,5.51624936,2,0,3,0,37,5,0,0,0,0.192307692,1,0.322580645,26,0,26,0,26,0,0,26,1,0,0,9,0,0,0
tmarche,CSC226-002-BARNES-F16,5,15,0,51.341,0,51.341,3.422733333,3.422733333,0,5.511412141,0,0,0,0,6,0,0,0,0,0.180839747,0,0.337406384,9,0,9,0,9,0,9,0,0,0,1,0,9,0,0
tmarche,CSC226-002-BARNES-F16,5,243,0,870.447,870.447,0,3.567405738,0,3.567405738,6.216310483,8,0,9,5,115,16,6,5,1,0.124031008,2.666666667,0.237037037,129,0,129,0,129,0,0,129,1,0,0,18,0,0,8
tmarche,CSC226-002-BARNES-F16,6,15,0,144.809,0,144.809,9.653933333,9.653933333,0,6.216310483,0,0,0,0,6,0,0,0,0,0.180839747,0,0.337406384,9,0,9,0,9,0,9,0,0,0,1,0,8,1,0
tmarche,CSC226-002-BARNES-F16,6,2,0,2.167,0,2.167,1.0835,1.0835,0,6.212717157,0,0,0,0,2,0,0,0,0,0.180839747,0,0.337406384,0,0,0,0,0,0,0,0,0.714590758,0.025626105,0.285409242,0,0,0,0
tmarche,CSC226-002-BARNES-F16,6,84,0,191.405,191.405,0,2.251823529,0,2.251823529,4.363816837,3,4,4,0,47,11,0,0,0,0.289473684,1.833333333,0.5,38,0,38,0,38,0,0,38,1,0,0,0,0,0,0
hfernan,CSC226-002-BARNES-F16,1,92,0,416.449,416.449,0,4.477946237,0,4.477946237,5.006329796,9,8,0,0,26,7,10,8,2,0.107692308,1.75,0.202898551,65,2,67,0,67,0,2,65,0.970149254,0,0.029850746,25,0,0,0
hfernan,CSC226-002-BARNES-F16,1,171,5,507.509,507.509,0,2.950633721,0,2.950633721,4.417939677,7,23,4,0,43,10,24,19,5,0.083333333,3.333333333,0.162601626,129,0,87,42,129,0,9,120,0.930232558,0.03875969,0.069767442,25,0,0,2
hfernan,CSC226-002-BARNES-F16,1,101,5,322.419,322.419,0,3.160970588,0,3.160970588,4.14759344,4,7,5,0,28,9,7,5,2,0.130434783,2.25,0.246575342,74,0,74,0,74,0,5,69,0.932432432,0.067567568,0.067567568,11,0,0,3
hfernan,CSC226-002-BARNES-F16,1,16,0,39.32,39.32,0,2.312941176,0,2.312941176,4.085500459,2,2,0,0,5,4,0,0,0,0.333333333,1,0.5,12,0,12,0,12,0,0,12,1,0,0,0,0,0,0
hfernan,CSC226-002-BARNES-F16,2,8,0,12.703,0,12.703,1.587875,1.587875,0,4.08216847,0,0,0,0,2,0,0,0,0,0,0,0.337406384,6,0,6,0,6,0,5,1,0.166666667,0,0.833333333,0,5,0,0
hfernan,CSC226-002-BARNES-F16,2,248,7,1133.651,1133.651,0,4.552815261,0,4.552815261,5.722134355,9,5,16,4,49,21,13,3,10,0.110526316,5.25,0.216494845,200,0,119,81,200,0,10,190,0.95,0.035,0.05,54,0,0,11
hfernan,CSC226-002-BARNES-F16,2,9,0,12.735,0,12.735,1.415,1.415,0,5.719193294,0,0,0,0,4,0,0,0,0,0.180839747,0,0.337406384,5,0,5,0,5,0,5,0,0,0,1,0,5,0,0
hfernan,CSC226-002-BARNES-F16,2,38,0,71.983,71.983,0,1.845717949,0,1.845717949,5.586296338,3,3,2,0,15,6,2,2,0,0.25,1.2,0.413793103,24,0,24,0,24,0,0,24,1,0,0,2,0,0,0
hfernan,CSC226-002-BARNES-F16,3,158,2,386.912,386.912,0,2.433408805,0,2.433408805,5.152750228,4,8,3,6,56,17,4,1,3,0.168316832,4.25,0.323809524,103,0,103,0,103,0,2,101,0.980582524,0.019417476,0.019417476,15,0,0,9
hfernan,CSC226-002-BARNES-F16,3,75,0,195.891,195.891,0,2.577513158,0,2.577513158,5.007407118,5,3,4,1,19,10,3,2,1,0.175438596,2.5,0.327868852,57,0,57,0,57,0,0,57,1,0,0,4,0,0,6
hfernan,CSC226-002-BARNES-F16,3,8,0,7.199,0,7.199,0.899875,0.899875,0,5.005545423,0,0,0,0,2,0,0,0,0,0.180839747,0,0.337406384,6,0,6,0,6,0,6,0,0,0,1,0,6,0,0
hfernan,CSC226-002-BARNES-F16,3,46,0,99.606,99.606,0,2.119276596,0,2.119276596,4.918333851,5,6,0,0,11,7,4,4,0,0.194444444,1,0.325581395,36,0,36,0,36,0,0,36,1,0,0,4,0,0,0
hfernan,CSC226-002-BARNES-F16,4,9,0,2.836,0,2.836,0.315111111,0.315111111,0,4.916637278,0,0,0,0,2,0,0,0,0,0.180839747,0,0.337406384,7,0,7,0,7,0,7,0,0,0,1,0,7,0,0
hfernan,CSC226-002-BARNES-F16,4,64,2,245.237,245.237,0,3.772876923,0,3.772876923,4.859974822,4,2,3,0,28,9,0,0,0,0.257142857,1.5,0.43902439,37,0,37,0,37,0,2,35,0.945945946,0.054054054,0.054054054,1,0,0,3
hfernan,CSC226-002-BARNES-F16,4,157,0,569.756,569.756,0,3.583371069,0,3.583371069,5.001464406,10,9,9,0,54,22,6,4,2,0.211538462,3.666666667,0.4,105,0,34,71,105,0,1,104,0.99047619,0,0.00952381,1,0,0,6
hfernan,CSC226-002-BARNES-F16,5,29,2,88.308,88.308,0,2.9436,0,2.9436,4.958771276,2,0,3,0,15,5,0,0,0,0.384615385,1,0.555555556,15,0,15,0,15,0,2,13,0.866666667,0.133333333,0.133333333,0,0,0,0
hfernan,CSC226-002-BARNES-F16,5,17,0,61.155,0,61.155,3.597352941,3.597352941,0,4.957472003,0,0,0,0,2,0,0,0,0,0.180839747,0,0.337406384,15,0,15,0,15,0,15,0,0,0,1,0,12,3,0
hfernan,CSC226-002-BARNES-F16,5,71,0,207.058,207.058,0,2.875805556,0,2.875805556,4.858270065,2,0,14,1,11,15,2,1,1,0.245901639,2.5,0.447761194,61,0,61,0,61,0,0,61,1,0,0,3,0,0,7
hfernan,CSC226-002-BARNES-F16,6,43,2,111.233,111.233,0,2.586813953,0,2.586813953,4.799952616,2,0,4,1,17,6,1,1,0,0.25,0.857142857,0.387096774,26,0,26,0,26,0,2,24,0.923076923,0.076923077,0.076923077,0,0,0,3
hfernan,CSC226-002-BARNES-F16,6,3,0,6.24,0,6.24,2.08,2.08,0,4.79875588,0,0,0,0,2,0,0,0,0,0.180839747,0,0.337406384,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0
hfernan,CSC226-002-BARNES-F16,6,86,0,179.771,179.771,0,2.042852273,0,2.042852273,1.470473849,5,7,6,0,25,13,5,2,3,0.206349206,2.166666667,0.376811594,63,0,63,0,63,0,0,63,1,0,0,5,0,0,1
akothar3,CSC226-001-BARNES-F16,1,86,3,628.263,628.263,0,7.059134831,0,7.059134831,11.77651217,20,8,1,0,25,4,25,23,2,0.076923077,1,0.142857143,64,0,64,0,64,2,12,52,0.8125,0.046875,0.1875,5,0,0,0
akothar3,CSC226-001-BARNES-F16,1,13,1,145.489,145.489,0,10.39207143,0,10.39207143,12.40527846,3,1,0,0,2,3,1,0,1,0.272727273,1,0.428571429,12,0,12,0,12,0,1,11,0.916666667,0.083333333,0.083333333,0,0,0,0
akothar3,CSC226-001-BARNES-F16,1,51,0,451.241,451.241,0,8.677711538,0,8.677711538,13.7944178,5,4,0,0,10,5,4,0,4,0.125,1.25,0.227272727,42,0,42,0,42,0,2,40,0.952380952,0,0.047619048,0,0,0,2
akothar3,CSC226-001-BARNES-F16,1,14,0,53.621,53.621,0,3.574733333,0,3.574733333,13.26193353,2,2,0,0,3,4,0,0,0,0.333333333,1,0.5,12,0,12,0,12,0,0,12,1,0,0,0,0,0,0
akothar3,CSC226-001-BARNES-F16,2,60,0,262.722,262.722,0,4.306918033,0,4.306918033,12.23857245,9,11,4,8,5,6,26,19,7,0.107142857,1,0.193548387,56,0,56,0,56,0,0,56,1,0,0,0,0,0,0
akothar3,CSC226-001-BARNES-F16,2,8,0,71.219,0,71.219,8.902375,8.902375,0,12.21758056,0,0,0,0,2,0,0,0,0,0,0,0.337406384,6,0,6,0,6,0,5,1,0.166666667,0,0.833333333,0,5,0,0
akothar3,CSC226-001-BARNES-F16,2,23,0,147.615,147.615,0,6.150625,0,6.150625,12.09246449,2,2,2,0,5,6,0,0,0,0.315789474,1.2,0.5,19,0,19,0,19,0,0,19,1,0,0,0,0,0,0
akothar3,CSC226-001-BARNES-F16,3,7,0,4.842,0,4.842,0.691714286,0.691714286,0,12.07234402,0,0,0,0,2,0,0,0,0,0.180839747,0,0.337406384,5,0,5,0,5,0,5,0,0,0,1,0,5,0,0
akothar3,CSC226-001-BARNES-F16,3,90,0,671.522,671.522,0,7.299152174,0,7.299152174,12.14752428,3,4,11,0,19,14,4,2,2,0.191780822,3.5,0.363636364,73,0,73,0,73,0,0,73,1,0,0,0,0,0,5
akothar3,CSC226-001-BARNES-F16,3,43,2,416.787,416.787,0,9.69272093,0,9.69272093,12.58993738,6,2,4,0,4,6,6,2,4,0.162162162,1.2,0.285714286,39,0,39,0,39,0,2,37,0.948717949,0.051282051,0.051282051,0,0,0,1
akothar3,CSC226-001-BARNES-F16,3,40,1,140.503,140.503,0,3.426902439,0,3.426902439,12.07173183,7,1,3,0,4,7,4,0,4,0.194444444,1.4,0.341463415,37,0,37,0,37,0,1,36,0.972972973,0.027027027,0.027027027,0,0,0,0
akothar3,CSC226-001-BARNES-F16,3,104,0,527.599,527.599,0,5.024752381,0,5.024752381,11.53407873,6,16,3,0,20,14,11,7,4,0.164705882,2,0.304347826,85,0,85,0,85,0,0,85,1,0,0,0,0,0,0
akothar3,CSC226-001-BARNES-F16,4,9,0,8.396,0,8.396,0.932888889,0.932888889,0,11.53407873,0,0,0,0,2,0,0,0,0,0.180839747,0,0.337406384,7,0,7,0,7,0,7,0,0,0,1,0,7,0,0
akothar3,CSC226-001-BARNES-F16,4,8,0,6.773,0,6.773,0.846625,0.846625,0,11.52597048,0,0,0,0,2,0,0,0,0,0.180839747,0,0.337406384,6,0,6,0,6,0,6,0,0,0,1,0,6,0,0
akothar3,CSC226-001-BARNES-F16,4,240,0,1899.263,1899.263,0,7.913595833,0,7.913595833,12.06104425,21,14,15,14,19,22,42,26,16,0.1,3.666666667,0.194690265,221,0,221,0,221,0,1,220,0.995475113,0,0.004524887,0,0,0,7
akothar3,CSC226-001-BARNES-F16,4,78,0,479.895,479.895,0,5.9986875,0,5.9986875,6.427979932,15,6,1,0,6,13,9,1,8,0.175675676,2.6,0.329113924,74,0,74,0,74,0,0,74,1,0,0,0,0,0,0
akothar3,CSC226-001-BARNES-F16,4,88,0,665.732,665.732,0,7.480134831,0,7.480134831,12.54938136,12,3,9,1,14,15,10,4,6,0.2,2.5,0.37037037,75,0,75,0,75,0,0,75,1,0,0,0,0,0,3
